,Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],NODC Accession Number,WOD Cruise Identifier,WOD Unique Cast,Platform,Project,Originator's Cruise,Originator's Station,Originator's Station Number,Investigator,Institution,Source,Instruments,Methods,pH Scale,Depth Correction Info,Depth [m],Temperature [degrees_C],Salinity [psu],Oxygen [~$m~#mol/kg],Phosphate,Silicate,Nitrate,Nitrite [~$m~#mol/kg],pH,Chlorophyll [~$m~#g/l],Plankton/Biomass,Alkalinity [meq/l],NO2+NO3 [~$m~#mol/kg],pCO~_2 [~$m~#atm],tCO2,Tritium [TU],Helium [nmol/kg],~$d~#~^3He [%],~$D~#~^1~^4C [~%],~$d~#~^1~^3C [~%],Argon [nmol/kg],Neon [nmol/kg],CFC11 [pmol/kg],CFC12 [pmol/kg],CFC113 [pmol/kg],~$d~#~^1~^8O [~%],Transmissivity [m~^-~^1],SA,CT,pdens
3321,WOD_UNITED STATES,10866985,B,2006-03-02T21:10,-152.0,21.0,5186.0,,US022544,10866985,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,694.01,5.4296,34.3381,27.3,2.93,81.5,40.6,,7.3501,,,2.3926,,,2.019443895831473e+18,0.105,1.9,12.65,-147.0,,,8.133,0.08,0.047,,,,34.510943,5.37178,27.116438
3322,WOD_UNITED STATES,10866985,B,2006-03-02T21:10,-152.0,21.0,5186.0,,US022544,10866985,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,793.73,4.9837,34.4231,29.1,2.98,90.0,41.7,,7.3658,,,2.4153,,,2.027804502687428e+18,,1.8562,15.27,-161.6,,,7.909,0.024,0.01,,,,34.597479,4.9185,27.237446
3328,WOD_UNITED STATES,10866986,B,2006-03-12T13:30,-152.00031,22.0003,5156.0,,US022544,10866986,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,644.64,5.3851,34.266899,25.9,2.96,81.1,40.5,,7.3392,,,2.3898,,,2.0196326774349478e+18,,,,-150.6,,,,0.107,0.059,,,,34.438832,5.33288,27.064335
3329,WOD_UNITED STATES,10866986,B,2006-03-12T13:30,-152.00031,22.0003,5156.0,,US022544,10866986,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,743.88,5.0479,34.379902,24.2,3.03,88.6,41.7,,7.3502,,,2.3993,,,2.031284598875723e+18,,,,-171.9,,,,0.019,0.024,,,,34.553831,4.98726,27.195191
3330,WOD_UNITED STATES,10866986,B,2006-03-12T13:30,-152.00031,22.0003,5156.0,,US022544,10866986,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,842.78,4.7248,34.450699,29.1,3.05,94.4,42.2,,7.3663,,,2.4117,,,2.0356973857441876e+18,,,,-187.1,,,,0.002,0.014,,,,34.62597,4.65665,27.289415
3336,WOD_UNITED STATES,10866986,B,2006-03-12T13:30,-152.00031,22.0003,5156.0,,US022544,10866986,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,644.64,5.3851,34.266899,25.9,2.96,81.1,40.5,,7.3392,,,2.3898,,,2.0196326774349478e+18,,,,-150.6,,,,0.107,0.059,,,,34.438832,5.33288,27.064335
3337,WOD_UNITED STATES,10866986,B,2006-03-12T13:30,-152.00031,22.0003,5156.0,,US022544,10866986,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,743.88,5.0479,34.379902,24.2,3.03,88.6,41.7,,7.3502,,,2.3993,,,2.031284598875723e+18,,,,-171.9,,,,0.019,0.024,,,,34.553831,4.98726,27.195191
3338,WOD_UNITED STATES,10866986,B,2006-03-12T13:30,-152.00031,22.0003,5156.0,,US022544,10866986,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,842.78,4.7248,34.450699,29.1,3.05,94.4,42.2,,7.3663,,,2.4117,,,2.0356973857441876e+18,,,,-187.1,,,,0.002,0.014,,,,34.62597,4.65665,27.289415
3344,WOD_UNITED STATES,10866987,B,2006-03-13T00:58,-152.0,23.0,5397.0,,US022544,10866987,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,694.32,4.8576,34.177299,29.7,2.96,88.4,41.3,,7.3203,,,2.3793,,,2.0244292378732344e+18,,1.853,15.224,,,,8.048,0.195,0.128,,,,34.349638,4.80491,27.054963
3345,WOD_UNITED STATES,10866987,B,2006-03-13T00:58,-152.0,23.0,5397.0,,US022544,10866987,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,793.24,4.4741,34.2948,19.7,3.09,100.2,42.8,,7.3165,,,2.4003,,,2.039918524727078e+18,0.001,1.869,11.259,,,,8.147,0.049,0.048,,,,34.469055,4.41378,27.192186
3346,WOD_UNITED STATES,10866987,B,2006-03-13T00:58,-152.0,23.0,5397.0,,US022544,10866987,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,893.69,4.2406,34.380699,24.0,3.08,106.1,43.1,,7.3376,,,2.4113,,,2.0457681099055747e+18,0.006,1.901,16.846,,,,8.124,0.011,0.007,,,,34.556305,4.17235,27.286827
3351,WOD_UNITED STATES,10866987,B,2006-03-13T00:58,-152.0,23.0,5397.0,,US022544,10866987,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,694.32,4.8576,34.177299,29.7,2.96,88.4,41.3,,7.3203,,,2.3793,,,2.0244292378732344e+18,,1.853,15.224,,,,8.048,0.195,0.128,,,,34.349638,4.80491,27.054963
3352,WOD_UNITED STATES,10866987,B,2006-03-13T00:58,-152.0,23.0,5397.0,,US022544,10866987,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,793.24,4.4741,34.2948,19.7,3.09,100.2,42.8,,7.3165,,,2.4003,,,2.039918524727078e+18,0.001,1.869,11.259,,,,8.147,0.049,0.048,,,,34.469055,4.41378,27.192186
3353,WOD_UNITED STATES,10866987,B,2006-03-13T00:58,-152.0,23.0,5397.0,,US022544,10866987,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419),U.S. CLIMATE VARIABILITY AND PREDICTABILITY (U.S. CLIVAR),3250200602,,,,,,var2 = CTD: TYPE UNKNOWN,,,,893.69,4.2406,34.380699,24.0,3.08,106.1,43.1,,7.3376,,,2.4113,,,2.0457681099055747e+18,0.006,1.901,16.846,,,,8.124,0.011,0.007,,,,34.556305,4.17235,27.286827
3357,WOD_UNITED STATES,11549393,B,2004-01-21T17:52,-157.99699,22.752,4727.0,,US026705,11549393,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI155_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,592.5,5.776,34.081001,70.799,2.62,67.73,35.9,,7.4,,,,,,1.978336177953112e+18,,,,,,,,,,,,,34.250507,5.72915,26.86852
3358,WOD_UNITED STATES,11549393,B,2004-01-21T17:52,-157.99699,22.752,4727.0,,US026705,11549393,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI155_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,765.1,4.839,34.313999,31.3,3.0,92.93,40.96,,7.346,,,,,,2.0271698566567724e+18,,,,,,,,,,,,,34.487608,4.7786,27.166682
3361,WOD_UNITED STATES,11549393,B,2004-01-21T17:52,-157.99699,22.752,4727.0,,US026705,11549393,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI155_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,592.5,5.776,34.081001,70.799,2.62,67.73,35.9,,7.4,,,,,,1.978336177953112e+18,,,,,,,,,,,,,34.250507,5.72915,26.86852
3362,WOD_UNITED STATES,11549393,B,2004-01-21T17:52,-157.99699,22.752,4727.0,,US026705,11549393,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI155_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,765.1,4.839,34.313999,31.3,3.0,92.93,40.96,,7.346,,,,,,2.0271698566567724e+18,,,,,,,,,,,,,34.487608,4.7786,27.166682
3365,WOD_UNITED STATES,11549411,B,2005-02-01T19:00,-157.99899,22.75,1020.0,,US026706,11549411,WECOMA (R/V; call sign WSD7079; built 1975; IMO7604439),JGOFS - HOT (Hawaii Ocean Time-series),32WC167_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,614.4,5.827,34.195,46.8,2.7,70.95,37.42,,7.374,,,,,,1.9978939569275576e+18,,,,,,,,,,,,,34.365541,5.77636,26.953093
3366,WOD_UNITED STATES,11549411,B,2005-02-01T19:00,-157.99899,22.75,1020.0,,US026706,11549411,WECOMA (R/V; call sign WSD7079; built 1975; IMO7604439),JGOFS - HOT (Hawaii Ocean Time-series),32WC167_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,745.1,4.996,34.337002,31.5,2.98,89.28,40.45,,7.355,,,,,,2.0235890405576474e+18,,,,,,,,,,,,,34.510459,4.93611,27.166869
3369,WOD_UNITED STATES,11549411,B,2005-02-01T19:00,-157.99899,22.75,1020.0,,US026706,11549411,WECOMA (R/V; call sign WSD7079; built 1975; IMO7604439),JGOFS - HOT (Hawaii Ocean Time-series),32WC167_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,614.4,5.827,34.195,46.8,2.7,70.95,37.42,,7.374,,,,,,1.9978939569275576e+18,,,,,,,,,,,,,34.365541,5.77636,26.953093
3370,WOD_UNITED STATES,11549411,B,2005-02-01T19:00,-157.99899,22.75,1020.0,,US026706,11549411,WECOMA (R/V; call sign WSD7079; built 1975; IMO7604439),JGOFS - HOT (Hawaii Ocean Time-series),32WC167_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,745.1,4.996,34.337002,31.5,2.98,89.28,40.45,,7.355,,,,,,2.0235890405576474e+18,,,,,,,,,,,,,34.510459,4.93611,27.166869
3373,WOD_UNITED STATES,11549430,B,2005-03-04T17:55,-157.99899,22.75,1020.0,,US026707,11549430,WECOMA (R/V; call sign WSD7079; built 1975; IMO7604439),JGOFS - HOT (Hawaii Ocean Time-series),32WC168_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,611.9,5.475,34.103001,54.0,2.77,74.56,37.69,,7.368,,,,,,1.9961512665281626e+18,,,,,,,,,,,,,34.273037,5.42743,26.922697
3374,WOD_UNITED STATES,11549430,B,2005-03-04T17:55,-157.99899,22.75,1020.0,,US026707,11549430,WECOMA (R/V; call sign WSD7079; built 1975; IMO7604439),JGOFS - HOT (Hawaii Ocean Time-series),32WC168_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,746.8,4.812,34.299,29.8,3.03,83.8,41.05,,7.343,,,,,,2.028938302037481e+18,,,,,,,,,,,,,34.472288,4.75353,27.157414
3376,WOD_UNITED STATES,11549430,B,2005-03-04T17:55,-157.99899,22.75,1020.0,,US026707,11549430,WECOMA (R/V; call sign WSD7079; built 1975; IMO7604439),JGOFS - HOT (Hawaii Ocean Time-series),32WC168_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,611.9,5.475,34.103001,54.0,2.77,74.56,37.69,,7.368,,,,,,1.9961512665281626e+18,,,,,,,,,,,,,34.273037,5.42743,26.922697
3377,WOD_UNITED STATES,11549430,B,2005-03-04T17:55,-157.99899,22.75,1020.0,,US026707,11549430,WECOMA (R/V; call sign WSD7079; built 1975; IMO7604439),JGOFS - HOT (Hawaii Ocean Time-series),32WC168_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,746.8,4.812,34.299,29.8,3.03,83.8,41.05,,7.343,,,,,,2.028938302037481e+18,,,,,,,,,,,,,34.472288,4.75353,27.157414
3379,WOD_UNITED STATES,11549446,B,2005-05-17T22:13,-158.0,22.75,4748.0,,US026708,11549446,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB169_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,626.3,5.73,34.158001,46.6,2.78,73.39,38.07,,7.365,,,,,,1.9973076371443546e+18,,,,,,,,,,,,,34.328578,5.67922,26.93598
3380,WOD_UNITED STATES,11549446,B,2005-05-17T22:13,-158.0,22.75,4748.0,,US026708,11549446,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB169_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,738.8,5.077,34.334,26.0,3.03,84.36,41.4,,7.345,,,,,,2.0254733418397425e+18,,,,,,,,,,,,,34.507357,5.01723,27.155133
3383,WOD_UNITED STATES,11549446,B,2005-05-17T22:13,-158.0,22.75,4748.0,,US026708,11549446,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB169_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,626.3,5.73,34.158001,46.6,2.78,73.39,38.07,,7.365,,,,,,1.9973076371443546e+18,,,,,,,,,,,,,34.328578,5.67922,26.93598
3384,WOD_UNITED STATES,11549446,B,2005-05-17T22:13,-158.0,22.75,4748.0,,US026708,11549446,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB169_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,738.8,5.077,34.334,26.0,3.03,84.36,41.4,,7.345,,,,,,2.0254733418397425e+18,,,,,,,,,,,,,34.507357,5.01723,27.155133
3387,WOD_UNITED STATES,11549466,B,2005-06-14T21:10,-157.993,22.747,4747.0,,US026709,11549466,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB170_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,613.1,5.419,34.125,46.2,2.81,74.8,38.4,,7.357,,,,,,2.0013761665827308e+18,,,,,,,,,,,,,34.295169,5.37129,26.946773
3388,WOD_UNITED STATES,11549466,B,2005-06-14T21:10,-157.993,22.747,4747.0,,US026709,11549466,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB170_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,738.7,4.556,34.278,22.6,3.09,98.63,41.95,,7.328,,,,,,2.0327318455236447e+18,,,,,,,,,,,,,34.451073,4.5,27.168658
3391,WOD_UNITED STATES,11549466,B,2005-06-14T21:10,-157.993,22.747,4747.0,,US026709,11549466,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB170_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,613.1,5.419,34.125,46.2,2.81,74.8,38.4,,7.357,,,,,,2.0013761665827308e+18,,,,,,,,,,,,,34.295169,5.37129,26.946773
3392,WOD_UNITED STATES,11549466,B,2005-06-14T21:10,-157.993,22.747,4747.0,,US026709,11549466,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB170_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,738.7,4.556,34.278,22.6,3.09,98.63,41.95,,7.328,,,,,,2.0327318455236447e+18,,,,,,,,,,,,,34.451073,4.5,27.168658
3401,WOD_UNITED STATES,11549503,B,2005-08-13T20:16,-158.035,22.769,4724.0,,US026711,11549503,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI172_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,606.5,5.894,34.216,34.2,2.87,71.59,38.34,,7.348,,,,,,2.004527354424388e+18,,,,,,,,,,,,,34.386494,5.8435,26.96124
